Dates,Spot,Future,Risk Free,Cost of Carry,Deviation,Roll's Spread,Volatility($)
6/19/2013,1351.3,1374,2.33,1359.194292,14.8057077,16.47,0.229135003
6/20/2013,1278,1286.2,2.41,1285.723193,0.476807245,47.006,0.404819893
6/21/2013,1297.25,1292,2.52,1305.448473,13.44847307,85.638,0.455172068
6/24/2013,1281.9,1277.1,2.57,1290.162723,13.06272307,85.303,0.309801384
6/25/2013,1277.35,1275.1,2.6,1285.679818,10.57981758,42.997,0.316994513
6/26/2013,1226.35,1229.8,2.55,1234.192954,4.392954104,19.807,0.419919034
6/27/2013,1200.75,1211.6,2.49,1208.247982,3.352017994,28.746,0.444613477
6/28/2013,1234.25,1223.7,2.52,1242.05032,18.35032021,29.237,0.403847839
7/1/2013,1253.3,1255.7,2.5,1261.157655,5.457654592,717.597,0.419059737
7/2/2013,1242.5,1243.4,2.48,1250.22743,6.82743028,31.659,0.397932161
7/3/2013,1252.3,1251.9,2.52,1260.214394,8.314394165,28.631,0.384408248
7/5/2013,1223.8,1213.3,2.73,1232.181003,18.88100264,29.247,0.38704327
7/8/2013,1237,1234.9,2.65,1245.222331,10.3223314,52.66,0.391445597
7/9/2013,1249.95,1245.9,2.65,1258.25841,12.35840997,43.388,0.362929268
7/10/2013,1264.25,1247.4,2.7,1272.812554,25.41255361,31.983,0.359639115
7/11/2013,1285.3,1279.9,2.6,1293.681661,13.78166089,20.428,0.369596111
7/12/2013,1284.9,1277.6,2.61,1293.311385,15.7113848,31.145,0.353505552
7/15/2013,1282.6,1283.5,2.57,1290.867235,7.367235053,29.018,0.324613944
7/16/2013,1292.6,1290.4,2.55,1300.866647,10.46664694,18.653,0.320121396
7/17/2013,1276,1277.5,2.52,1284.064175,6.564175481,11.092,0.316584255
7/18/2013,1285.1,1284.2,2.56,1293.351015,9.151015085,16.414,0.307080613
7/19/2013,1296.35,1292.9,2.5,1304.47756,11.57755967,15.345,0.292668026
7/22/2013,1335.9,1336,2.5,1344.275521,8.27552124,149.04,0.349675464
7/23/2013,1348.1,1334.7,2.53,1356.653755,21.95375523,34.857,0.357499978
7/24/2013,1321.3,1319.5,2.61,1329.949671,10.44967136,14.769,0.324297932
7/25/2013,1333.65,1328.8,2.61,1342.380519,13.58051859,15.086,0.329490241
7/26/2013,1333.9,1321.5,2.58,1342.531462,21.03146154,21.032,0.308026882
7/29/2013,1327.6,1328.4,2.61,1336.290913,7.890913269,20.998,0.293871069
7/30/2013,1327.3,1324.8,2.63,1336.05575,11.25575049,16.201,0.281018674
7/31/2013,1323.1,1313,2.6,1331.728161,18.72816115,9.388,0.269427551
8/1/2013,1308.95,1311.2,2.74,1317.947087,6.747087344,4.439,0.262037499
8/2/2013,1312,1310.5,2.63,1320.654822,10.15482155,5.832,0.253249458
8/5/2013,1303.95,1302.4,2.67,1312.68298,10.28298015,6.687,0.238301951
8/6/2013,1281.9,1282.5,2.67,1290.485304,7.985304075,33.357,0.245194536
8/7/2013,1287.75,1285.3,2.61,1296.180042,10.88004185,16.121,0.24128409
8/8/2013,1312,1309.9,2.58,1320.48975,10.58975001,118.675,0.244436431
8/9/2013,1314.5,1312.2,2.57,1322.972852,10.77285239,3.003,0.241945006
8/12/2013,1336.4,1334.2,2.61,1345.148521,10.94852101,24.821,0.241418451
8/13/2013,1321.3,1320.5,2.71,1330.2822,9.782200346,27.092,0.244451239
8/14/2013,1335.2,1333.4,2.71,1344.276693,10.87669258,31.7,0.235641389
8/15/2013,1366.05,1360.9,2.77,1375.542727,14.64272688,24.982,0.263559765
8/16/2013,1376.4,1371,2.84,1386.207214,15.20721441,3.16,0.264753779
8/19/2013,1365.98,1365.7,2.88,1375.850547,10.15054733,17.627,0.235791342
8/20/2013,1371.17,1372.6,2.82,1380.870904,8.270904007,30.84,0.230181393
8/21/2013,1366.35,1370.1,2.87,1376.188816,6.088815793,14.411,0.223506393
8/22/2013,1375.85,1370.8,2.9,1385.861159,15.0611591,10.396,0.218355741
8/23/2013,1396.85,1395.8,2.82,1406.732588,10.93258769,9.049,0.225729736
8/26/2013,1404.9,1393.1,2.79,1414.733432,21.63343173,21.43,0.22262356
8/27/2013,1416.65,1420.2,2.72,1426.316047,6.116047314,31.683,0.210485426
8/28/2013,1418.5,1418.8,2.78,1428.392913,9.592913052,33.387,0.20404701
8/29/2013,1408.25,1412.9,2.75,1417.965076,5.065076058,22.568,0.197458687
8/30/2013,1396.4,1396.1,2.78,1406.138783,10.03878307,114.25,0.194521633
9/3/2013,1412.65,1411.8,2.86,1422.786643,10.98664281,20.621,0.195760363
9/4/2013,1391.45,1390,2.9,1401.57467,11.57467008,33.476,0.2010053
9/5/2013,1367.85,1373,2.98,1378.078536,5.078536489,28.697,0.20986771
9/6/2013,1391.61,1386.5,2.94,1401.876015,15.37601489,28.141,0.220909641
9/9/2013,1387.05,1386.7,2.9,1397.142654,10.44265416,57.985,0.205947269
9/10/2013,1364.45,1364,2.96,1374.584381,10.58438096,21.965,0.205149976
9/11/2013,1366.75,1363.8,2.93,1376.7982,12.99820036,11.437,0.206521552
9/12/2013,1321.05,1330.6,2.92,1330.72895,0.128950186,28.908,0.258327881
9/13/2013,1326.72,1308.6,2.9,1336.373672,27.77367228,24.265,0.271126739
9/16/2013,1314,1317.8,2.88,1323.494941,5.694940769,25.093,0.213663744
9/17/2013,1309.65,1309.4,2.86,1319.047554,9.647553719,62.827,0.216313763
9/18/2013,1365.15,1307.6,2.69,1374.361573,66.76157295,23.308,0.339003221
9/19/2013,1365,1369.3,2.76,1374.451069,5.15106869,17.667,0.353964699
9/20/2013,1325.38,1332.5,2.75,1334.523382,2.023381861,74.338,0.305826495
9/23/2013,1322.15,1327,2.72,1331.171258,4.171257514,68.244,0.325412139
9/24/2013,1323.2,1316.3,2.67,1332.061904,15.7619037,57.733,0.290534644
9/25/2013,1333.6,1336.2,2.63,1342.397309,6.197309462,56.843,0.28765267
9/26/2013,1323.7,1324.1,2.66,1332.531939,8.431938648,27.975,0.276786736
9/27/2013,1336.2,1339.2,2.64,1345.048087,5.848086567,35.051,0.274780765
9/30/2013,1327.55,1327,2.64,1336.340808,9.340807755,32.787,0.260248935
10/1/2013,1286.6,1286.1,2.66,1295.184401,9.0844015,7.758,0.304745467
10/2/2013,1315.25,1320.7,2.63,1323.926261,3.2262607,51.666,0.345695082
10/3/2013,1317.3,1317.6,2.62,1325.956635,8.356634529,46.506,0.295852382
10/4/2013,1311.35,1309.9,2.66,1320.099537,10.19953747,53.366,0.270534253
10/7/2013,1321.79,1325.1,2.65,1330.57593,5.475930008,21.695,0.279417849
10/8/2013,1318.8,1324.6,2.66,1327.599245,2.999245063,14.902,0.270287524
10/9/2013,1307.2,1307.2,2.68,1315.987646,8.78764574,14.808,0.252924179
10/10/2013,1286.24,1296.9,2.71,1294.983862,1.916137612,77.47,0.257119205
10/11/2013,1273.11,1268.2,2.7,1281.732561,13.5325609,9.657,0.254495718
10/15/2013,1280.8,1273.2,2.75,1289.635838,16.43583839,20.774,0.237479321
10/16/2013,1281.6,1282.3,2.69,1290.247806,7.947805655,19.452,0.224953268
10/17/2013,1319.7,1323,2.61,1328.339197,5.339197229,46.395,0.279812009
10/18/2013,1316.24,1314.6,2.6,1324.823426,10.22342591,35.854,0.283165732
10/21/2013,1315.75,1315.8,2.63,1324.429559,8.629559032,29.796,0.232106951
10/22/2013,1340.65,1342.6,2.54,1349.190214,6.590213983,32.823,0.256099206
10/23/2013,1332.35,1334,2.51,1340.736782,6.73678226,25.89,0.261868924
10/24/2013,1347.15,1350.3,2.53,1355.697727,5.397727442,33.514,0.245019878
10/25/2013,1352.13,1352.5,2.53,1360.709326,8.209325766,29.955,0.233929298
10/28/2013,1352.2,1352.2,2.54,1360.81379,8.613789839,18.168,0.225120581
10/29/2013,1344.3,1345.5,2.53,1352.829644,7.329644063,33.165,0.218334848
10/30/2013,1342.8,1349.3,2.55,1351.387694,2.087694191,7.646,0.208137024
10/31/2013,1323.8,1323.7,2.57,1332.332797,8.632797258,17.386,0.208892334
11/1/2013,1315.35,1313.2,2.65,1324.093123,10.89312337,17.933,0.205993011
11/4/2013,1314.74,1314.7,2.63,1323.412896,8.712896402,20.821,0.189118333
11/5/2013,1311.6,1308.1,2.69,1320.450236,12.35023556,31.615,0.180824767
11/6/2013,1318.4,1317.8,2.67,1327.229757,9.429756528,11.467,0.178312954
11/7/2013,1307.95,1308.5,2.63,1316.578105,8.078105062,17.585,0.174407869
11/8/2013,1288.2,1284.6,2.77,1297.151745,12.55174464,9.737,0.179201273
11/12/2013,1267.99,1271.2,2.8,1276.897068,5.697068369,15.214,0.187237622
11/13/2013,1278.99,1268.4,2.75,1287.813352,19.41335177,10.526,0.180629596
11/14/2013,1287.39,1286.3,2.69,1296.076875,9.776874627,20.165,0.169258873
11/15/2013,1290.05,1287.4,2.71,1298.819763,11.41976278,7.847,0.164792376
11/18/2013,1274.35,1272.3,2.67,1282.884739,10.58473925,11.67,0.167170644
11/19/2013,1275.25,1273.5,2.71,1283.919152,10.41915234,0.8,0.162477832
11/20/2013,1243.2,1258,2.8,1251.93293,6.067070406,18.909,0.186125327
11/21/2013,1242.75,1243.6,2.79,1251.448482,7.84848194,13.768,0.191075203
11/22/2013,1243.6,1244.1,2.75,1252.179207,8.079207233,12.951,0.156983992
11/25/2013,1252.6,1241.2,2.74,1261.209765,20.00976478,24.955,0.159718316
11/26/2013,1243.3,1241.4,2.71,1251.751956,10.35195617,6.565,0.162301949
11/27/2013,1237.4,1237.8,2.74,1245.905287,8.105287352,3.839,0.154945999
11/29/2013,1253.49,1250.4,2.75,1262.137435,11.73743525,7.395,0.155295025
12/2/2013,1220.05,1221.9,2.81,1228.651027,6.751026985,26.282,0.194662732
12/3/2013,1223.89,1220.8,2.79,1232.456474,11.6564736,31.1,0.194657295
12/4/2013,1243.66,1247.2,2.84,1252.521407,5.321406769,27.383,0.17439153
12/5/2013,1224.88,1231.9,2.88,1233.730961,1.830961224,27.962,0.190098602
12/6/2013,1228.85,1229,2.88,1237.729648,8.729648374,28.842,0.184504555
12/9/2013,1240.94,1234.2,2.86,1249.844517,15.64451671,26.042,0.174357569
12/10/2013,1260.72,1261.1,2.81,1269.60774,8.507739634,147.852,0.186635675
12/11/2013,1251.75,1257.2,2.86,1260.732085,3.532085189,22.565,0.185302582
12/12/2013,1223.8,1224.9,2.89,1232.673974,7.773973628,124.18,0.196610027
12/13/2013,1238.3,1234.6,2.88,1247.247934,12.64793391,27.364,0.206532887
12/16/2013,1240.57,1244.4,2.89,1249.565576,5.165575636,20.266,0.181668832
12/17/2013,1230.1,1230.1,2.85,1238.89576,8.795760186,25.931,0.176345699
12/18/2013,1218.07,1235,2.89,1226.902424,8.097575538,15.221,0.179494621
12/19/2013,1190.1,1193.6,2.94,1198.87946,5.279459991,28.506,0.200319653
12/20/2013,1203.25,1203.7,2.89,1211.974962,8.274962222,47.71,0.203631413
12/23/2013,1198.84,1197,2.94,1207.683936,10.68393565,45.234,0.176573831
12/24/2013,1204.35,1203.3,2.99,1213.386247,10.08624715,28.466,0.172646397
12/26/2013,1210.7,1212.3,3,1219.814386,7.514386225,12.727,0.173015308
12/27/2013,1213.19,1214,3.02,1222.384249,8.384249116,6.155,0.165658186
12/30/2013,1196.4,1203.8,2.99,1205.376598,1.576598238,25.913,0.165447806
12/31/2013,1205.55,1202.3,3.04,1214.747085,12.44708465,7.463,0.167372223
1/2/2014,1224.89,1225.2,3,1234.111211,8.911211318,0.472,0.17133542
1/3/2014,1236.55,1238.6,3.01,1245.890137,7.290136941,78.945,0.174039243
1/6/2014,1238.05,1238,2.98,1247.307915,9.307915415,17.3,0.160335714
1/7/2014,1232.1,1229.6,2.96,1241.251358,11.65135826,125.75,0.153617661
1/8/2014,1226.1,1225.5,3.01,1235.361204,9.861204079,25.327,0.150653714
1/9/2014,1228,1229.4,2.97,1237.151834,7.751834139,5.303,0.144770194
1/10/2014,1247.1,1246.9,2.88,1256.111523,9.211522551,68.147,0.153360133
1/13/2014,1253.44,1251.1,2.84,1262.371092,11.27109186,6.613,0.153669031
1/14/2014,1245.1,1245.4,2.88,1254.097071,8.697070587,6.119,0.140843808
1/15/2014,1241.74,1238.3,2.9,1250.775328,12.47532849,67.948,0.136950614
1/16/2014,1242.55,1240.2,2.86,1251.466069,11.26606946,7.511,0.131932582
1/17/2014,1253.82,1251.9,2.84,1262.753799,10.85379946,36.413,0.132703259
1/21/2014,1241.49,1241.8,2.85,1250.367204,8.567203734,15.298,0.133270438
1/22/2014,1236.49,1238.6,2.87,1245.39372,6.793719647,11.113,0.127620386
1/23/2014,1264.35,1262.3,2.79,1273.199669,10.89966859,17.672,0.152529233
1/24/2014,1269.25,1264.3,2.75,1278.006159,13.70615856,12.175,0.156773733
1/27/2014,1257.07,1263.4,2.78,1265.837067,2.437066768,20.796,0.135982274
1/28/2014,1256.55,1250.8,2.77,1265.281808,14.48180774,76.003,0.135390828
1/29/2014,1268.4,1262.2,2.69,1276.958736,14.7587365,16.861,0.136879236
1/30/2014,1243.7,1242.5,2.72,1252.18598,9.685979631,27.258,0.155551704
1/31/2014,1243.8,1239.8,2.67,1252.130136,12.3301359,27.988,0.150862544
2/3/2014,1257.64,1259.9,2.61,1265.872932,5.97293173,21.638,0.138326627
2/4/2014,1255,1251.2,2.64,1263.310394,12.11039413,18.4,0.139018577
2/5/2014,1258.01,1256.9,2.7,1266.530291,9.630291132,25.625,0.133122624
2/6/2014,1257.64,1257.2,2.73,1266.252751,9.052750579,20.365,0.127412091
2/7/2014,1267.06,1262.9,2.71,1275.673477,12.77347671,8.443,0.125766747
2/10/2014,1274.9,1274.7,2.7,1283.534684,8.834684275,0.63,0.125705584
2/11/2014,1291.85,1289.8,2.75,1300.762069,10.96206888,26.862,0.131371973
2/12/2014,1291.25,1295,2.8,1300.32046,5.320459571,7.051,0.12795693
2/13/2014,1302.7,1300.1,2.73,1311.621337,11.52133693,5.72,0.122332513
2/14/2014,1318.93,1318.6,2.75,1328.028885,9.42888533,9.429,0.131896676
2/18/2014,1321.6,1324.4,2.71,1330.58424,6.184239747,10.399,0.127961062
2/19/2014,1311.8,1320.4,2.73,1320.783657,0.383656857,6.402,0.119971165
2/20/2014,1322.89,1316.9,2.76,1332.049505,15.14950495,54.802,0.1229266
2/21/2014,1323.39,1323.6,2.73,1332.453029,8.853029157,8.137,0.118704965
2/24/2014,1337,1338,2.75,1346.223545,8.223544605,45.862,0.11908237
2/25/2014,1340.75,1342.7,2.7,1349.830675,7.130675301,4.615,0.117546603
2/26/2014,1330.75,1328,2.67,1339.662469,11.66246852,28.615,0.113044355
2/27/2014,1331.44,1331.8,2.65,1340.290073,8.490073499,9.816,0.110355331
2/28/2014,1326.4,1321.6,2.66,1335.249953,13.64995348,20.363,0.105028529
3/3/2014,1350.9,1350.3,2.6,1359.70945,9.409449695,21.472,0.125939605
3/4/2014,1334.9,1337.9,2.7,1343.941054,6.04105423,38.281,0.134949349
3/5/2014,1337.39,1340.3,2.7,1346.447919,6.147918583,37.852,0.118419355
3/6/2014,1351.35,1351.8,2.74,1360.638524,8.838524376,27.107,0.118098225
3/7/2014,1340.25,1338.2,2.8,1349.664663,11.46466288,17.816,0.124302719
3/10/2014,1339.15,1341.5,2.79,1348.523222,7.023222362,18.644,0.117332845
3/11/2014,1349.95,1346.7,2.77,1359.330847,12.63084745,19.083,0.113360038
3/12/2014,1367.08,1370.5,2.73,1376.442233,5.94223328,75.475,0.123700368
3/13/2014,1370.6,1372.4,2.66,1379.744863,7.344862969,17.12,0.121208149
3/14/2014,1382.24,1379,2.65,1391.427741,12.42774079,17.388,0.115043062
3/17/2014,1366.95,1372.9,2.7,1376.208124,3.308123515,4.084,0.121047275
3/18/2014,1356.25,1359,2.68,1365.367384,6.36738413,33.895,0.121486119
3/19/2014,1331.45,1341.3,2.78,1340.735808,0.564191693,61.083,0.133760467
3/20/2014,1328.5,1330.5,2.79,1337.798679,7.298678944,4.658,0.132972646
3/21/2014,1334.55,1336,2.75,1343.756643,7.756642822,26.362,0.116192219
3/24/2014,1309.62,1311.2,2.74,1318.621693,7.421692599,21.698,0.137268253
3/25/2014,1311.05,1311.4,2.75,1320.094524,8.694523676,28.014,0.140683187
3/26/2014,1304.1,1303.4,2.71,1312.965275,9.565274708,26.477,0.119968587
3/27/2014,1291.14,1294.7,2.69,1299.852178,5.152178365,15.249,0.12329045
3/28/2014,1294,1294.3,2.73,1302.861756,8.561756345,6.719,0.124150183
3/31/2014,1284.25,1283.8,2.73,1293.044985,9.244984997,8.299,0.117872361
4/1/2014,1279.15,1280,2.77,1288.038856,8.038855891,9.845,0.113979995
4/2/2014,1289.8,1290.8,2.82,1298.925219,8.1252186,5.308,0.114224549
4/3/2014,1287.3,1284.6,2.8,1296.342713,11.74271257,11.59,0.111181517
4/4/2014,1302.7,1303.5,2.74,1311.654128,8.154127875,21.515,0.114363165
4/7/2014,1296.65,1298.3,2.71,1305.46463,7.164629591,26.122,0.11396581
4/8/2014,1308.72,1309.1,2.69,1317.550802,8.450802291,25.802,0.111138321
4/9/2014,1311.9,1305.9,2.71,1320.818299,14.91829913,20.425,0.109035646
4/10/2014,1318.92,1320.5,2.65,1327.686853,7.186853136,17.618,0.105042389
4/11/2014,1318.47,1319,2.63,1327.167502,8.167501954,18.785,0.102374079
4/14/2014,1326.4,1327.5,2.65,1335.216573,7.71657265,17.473,0.100468129
4/15/2014,1302.65,1300.3,2.64,1311.275924,10.97592424,15.518,0.118043546
4/16/2014,1302.8,1303.5,2.65,1311.459704,7.959703595,29.508,0.118104361
4/17/2014,1294.85,1293.9,2.73,1303.717577,9.817577437,32.328,0.101296314
4/21/2014,1290.15,1288.5,2.73,1298.98539,10.48539022,19.904,0.102097902
4/22/2014,1283.5,1281.1,2.73,1292.289849,11.18984874,7.352,0.101799788
4/23/2014,1283.9,1284.6,2.7,1292.59564,7.995639768,2.661,0.097637386
4/24/2014,1293.85,1290.6,2.7,1302.613029,12.01302945,20.785,0.095852313
4/25/2014,1303.45,1300.8,2.68,1312.212436,11.41243638,21.255,0.098652024
4/28/2014,1296.1,1299,2.7,1304.878268,5.878268326,7.838,0.095851977
4/29/2014,1296.48,1296.3,2.71,1305.293474,8.993473931,10.17,0.091090668
4/30/2014,1291.9,1295.9,2.67,1300.552277,4.65227735,2.494,0.087779678
5/1/2014,1284.1,1283.4,2.63,1292.570775,9.170774655,5.393,0.088120145
5/2/2014,1300.32,1302.9,2.6,1308.799609,5.899608874,20.167,0.096015199
5/5/2014,1309.85,1309.3,2.63,1318.490639,9.190638721,16.937,0.097241073
5/6/2014,1307.65,1308.6,2.61,1316.210314,7.610313902,21.725,0.088658999
5/7/2014,1289.55,1288.9,2.62,1298.024275,9.124275455,125.855,0.097338234
5/8/2014,1289.6,1287.7,2.61,1298.042153,10.34215257,11.649,0.099040995
5/9/2014,1289.33,1287.6,2.62,1297.80283,10.20282973,15.076,0.086767449
5/12/2014,1295.8,1295.8,2.66,1304.445785,8.645785375,35.62,0.086651134
5/13/2014,1293.35,1294.8,2.61,1301.816701,7.016701323,7.104,0.086519325
5/14/2014,1305.6,1305.9,2.54,1313.916938,8.016938333,11.263,0.088866564
5/15/2014,1296.35,1293.6,2.5,1304.47756,10.87755967,16.877,0.089004797
5/16/2014,1293.7,1293.4,2.52,1301.876037,8.476037476,17.1,0.084179735
5/19/2014,1291.95,1293.8,2.54,1300.179985,6.379985048,16.721,0.080170697
5/20/2014,1294.25,1294.6,2.52,1302.429513,7.829513414,3.367,0.078715457
5/21/2014,1291.85,1288.1,2.54,1300.079348,11.97934803,2.527,0.076633587
5/22/2014,1293.85,1295,2.56,1302.157195,7.157194668,9.758,0.074052742
5/23/2014,1293.11,1291.7,2.54,1301.347374,9.647374485,11.972,0.071527588
5/27/2014,1263.7,1265.6,2.52,1271.686441,6.086440874,2.546,0.102334394
5/28/2014,1258.5,1259.3,2.44,1266.200312,6.900312074,8.94,0.108694719
5/29/2014,1256.05,1257.1,2.45,1263.766915,6.666915177,17.165,0.082075066
5/30/2014,1251.05,1246,2.48,1258.830605,12.83060495,6.833,0.083907254
6/2/2014,1244.35,1244,2.54,1252.276763,8.276763338,8.886,0.088369159
6/3/2014,1244.65,1244.5,2.6,1252.766575,8.266575293,6.106,0.08451093
6/4/2014,1243.8,1244.3,2.61,1251.94233,7.642330464,6.98,0.077449926
6/5/2014,1253.6,1253.3,2.59,1261.743396,8.443395792,1.185,0.080782153
6/6/2014,1252.73,1252.5,2.6,1260.899266,8.399266353,8.234,0.080003431
6/9/2014,1252.08,1253.9,2.62,1260.308041,6.408041419,8.452,0.074466455
6/10/2014,1260.8,1260.1,2.64,1269.148801,9.048800736,6.542,0.075362299
6/11/2014,1260.74,1261.2,2.65,1269.120131,7.920131033,3.268,0.074631827
6/12/2014,1273.36,1274,2.58,1281.599717,7.59971652,7.578,0.077045769
6/13/2014,1277,1274.1,2.6,1285.327535,11.22753517,11.968,0.076730825
6/16/2014,1271.6,1275.3,2.61,1279.924319,4.624318555,10.032,0.071957334
6/17/2014,1271.5,1272,2.66,1279.983652,7.983651878,3.42,0.070656823
6/18/2014,1278.4,1272.7,2.61,1286.768834,14.06883363,3.764,0.070365089
6/19/2014,1320.1,1314.1,2.64,1328.841475,14.74147514,20.408,0.137892582
6/20/2014,1314.82,1316.6,2.63,1323.493424,6.893424135,29.888,0.149706805
6/23/2014,1318.1,1318.4,2.63,1326.795061,8.395061189,32.937,0.100265319
6/24/2014,1318.3,1321.3,2.59,1326.863688,5.563687519,1.77,0.104999636
6/25/2014,1319.5,1322.6,2.57,1328.005081,5.405080814,1.349,0.111949514
6/26/2014,1317.95,1317,2.53,1326.312452,9.312452126,2.255,0.106272394
6/27/2014,1315.35,1320,2.54,1323.729048,3.729047822,6.468,0.096763372
6/30/2014,1327.5,1322,2.53,1335.923047,13.92304731,6.056,0.102031652
7/1/2014,1325.75,1326.6,2.58,1334.328724,7.728724144,0.16,0.100914802
7/2/2014,1327.45,1330.9,2.64,1336.240146,5.340145572,0.05,0.093305672
7/3/2014,1319.8,1320.6,2.65,1328.572702,7.97270249,4.522,0.092037595
7/7/2014,1320.2,1317.6,2.63,1328.908914,11.30891418,1.095,0.090890897
7/8/2014,1318.95,1316.5,2.58,1327.484722,10.98472239,10.324,0.086134076
7/9/2014,1326.7,1324.3,2.57,1335.25149,10.95148974,21.69,0.085530587
7/10/2014,1335.55,1339.2,2.55,1344.091328,4.891327805,42.15,0.086975345
7/11/2014,1338.15,1337.4,2.53,1346.640622,9.240622036,11.803,0.083900467
7/14/2014,1307.15,1306.7,2.55,1315.509699,8.80969948,133.637,0.114476229
7/15/2014,1294.45,1297.1,2.56,1302.761047,5.661046982,38.087,0.126120379
7/16/2014,1299.37,1299.8,2.55,1307.679944,7.879943552,20.179,0.100108119
7/17/2014,1318.25,1316.9,2.47,1326.415378,9.51537841,221.405,0.111484238
7/18/2014,1310.9,1309.4,2.5,1319.118782,9.71878194,17.31,0.118662372
7/21/2014,1311.9,1313.9,2.49,1320.092049,6.192048798,18.635,0.106515244
7/22/2014,1307.35,1306.3,2.48,1315.480749,9.180749277,17.11,0.100130584
7/23/2014,1304.15,1304.7,2.48,1312.260848,7.560847646,12.033,0.100239114
7/24/2014,1293.35,1290.8,2.52,1301.523826,10.72382552,8.484,0.101105641
7/25/2014,1308.05,1303.3,2.48,1316.185103,12.88510276,18.025,0.106122986
7/28/2014,1304.25,1303.3,2.5,1312.427089,9.127089286,17.488,0.101616004
7/29/2014,1298.75,1298.3,2.47,1306.794593,8.49459337,18.453,0.095036728
7/30/2014,1295.05,1296.9,2.57,1303.397484,6.497483826,11.5,0.093692215
7/31/2014,1282.35,1282.8,2.58,1290.647889,7.847889426,5.83,0.096442384
8/1/2014,1294.1,1294.8,2.52,1302.278565,7.478565431,18.242,0.100028627
8/4/2014,1288.35,1288.9,2.51,1296.459814,7.559814181,21.429,0.094206984
8/5/2014,1288,1285.3,2.49,1296.042807,10.74280727,20.596,0.089175277
8/6/2014,1306.25,1308.2,2.49,1314.406768,6.20676785,16.921,0.100454037
8/7/2014,1313.55,1312.5,2.43,1321.554104,9.0541041,11.674,0.103310751
8/8/2014,1309.6,1311,2.44,1317.612975,6.612974726,19.626,0.091685789
8/11/2014,1308.1,1310.5,2.44,1316.103797,5.603796762,36.533,0.089006424
8/12/2014,1308.6,1310.6,2.46,1316.672688,6.072688072,2.93,0.087974976
8/13/2014,1312.86,1314.5,2.43,1320.8599,6.359899592,1.653,0.085896553
8/14/2014,1313.24,1315.7,2.4,1321.143126,5.443125668,1.447,0.082099459
8/15/2014,1304.6,1306.2,2.34,1312.254277,6.054276931,0.648,0.081960452
8/18/2014,1297.46,1299.3,2.39,1305.23553,5.935529763,18.268,0.082205402
8/19/2014,1295.5,1296.7,2.4,1303.296366,6.596365708,6.954,0.078095442
8/20/2014,1292.15,1295.2,2.43,1300.023703,4.823703409,8.862,0.074799044
8/21/2014,1277.25,1275.4,2.41,1284.96866,9.568660365,8.496,0.081492091
8/22/2014,1281.23,1280.2,2.4,1288.940488,8.740488334,19.641,0.08199011
8/25/2014,1276.6,1278.9,2.39,1284.250518,5.350518162,17.957,0.073792493
8/26/2014,1280.9,1285.2,2.39,1288.576288,3.376287572,10.604,0.073437083
8/27/2014,1282.95,1283.4,2.37,1290.574043,7.174042673,8.512,0.072513667
8/28/2014,1290,1290.4,2.34,1297.568617,7.168616619,9.423,0.07197043
8/29/2014,1287.57,1287.4,2.35,1295.156738,7.756737971,10.332,0.069713513
9/2/2014,1265.9,1264.9,2.42,1273.581909,8.681909344,23.733,0.084759447
9/3/2014,1269.07,1270.3,2.41,1276.739227,6.439227097,19.947,0.087664397
9/4/2014,1261.1,1266.5,2.45,1268.847941,2.347941348,20.715,0.074487956
9/5/2014,1268.85,1267.3,2.46,1276.677472,9.377472306,16.021,0.077707259
9/8/2014,1255.7,1254.3,2.48,1263.509525,9.209524509,6.505,0.083352867
9/9/2014,1256.2,1248.5,2.5,1264.075836,15.57583635,8.251,0.081097751
9/10/2014,1248.75,1245.3,2.54,1256.704792,11.40479224,9.843,0.0746254
9/11/2014,1240.75,1239,2.54,1248.653831,9.653830604,0.96,0.0771557
9/12/2014,1228.63,1231.5,2.62,1236.70394,5.203939787,1.208,0.080556143
9/15/2014,1233,1235.1,2.6,1241.040604,5.940603652,5.897,0.078471183
9/16/2014,1235.2,1236.7,2.6,1243.25495,6.554950228,9.095,0.07215421
9/17/2014,1223.25,1235.9,2.62,1231.288585,4.611414873,6.188,0.076612565
9/18/2014,1225.45,1226.9,2.63,1233.53388,6.633880384,11.853,0.07687463
9/19/2014,1216.45,1216.6,2.59,1224.352069,7.75206909,21.84,0.073013827
9/22/2014,1215.05,1217.9,2.57,1222.881829,4.981829059,8.257,0.071957055
9/23/2014,1222.95,1222,2.54,1230.740441,8.740440973,27.62,0.071363572
9/24/2014,1217.05,1219.5,2.57,1224.89472,5.394720428,5.21,0.071357367
9/25/2014,1222.62,1221.9,2.52,1230.34682,8.446819926,5.438,0.069357286
9/26/2014,1219.51,1215.4,2.54,1227.278527,11.87852747,6.79,0.067178351
9/29/2014,1215.95,1218.8,2.5,1223.573486,4.773486078,9.512,0.065406619
9/30/2014,1209.24,1211.6,2.52,1216.88226,5.282259842,11.365,0.065404395
10/1/2014,1213.65,1215.5,2.42,1221.014839,5.514838673,12.192,0.064470149
10/2/2014,1213.5,1215.1,2.44,1220.924973,5.824973145,10.392,0.06143578
10/3/2014,1191.2,1192.9,2.45,1198.51849,5.618489996,9.362,0.079687497
10/6/2014,1207.15,1207.3,2.43,1214.505757,7.205756739,26.962,0.094439466
10/7/2014,1209,1212.4,2.36,1216.154184,3.75418409,22.124,0.079567237
